X,Y,Incident_ID,Agency,Offense,Street,City,State,Zipcode,Date_of_Report,Date_of_Occurrence,Date_Found,Reported_As,Premise_Description,Forcible,Weapon_Description,Victim_Age,Victim_Race,Victim_Gender,Latitude,Longitude,ObjectId,
-8800661.015,4292944.167,105145,CHPD,LOUD MUSIC/TV,116 ASHLEY FOREST RD,CHAPEL HILL,NC,27514,2014/04/30 10:21:00+00,2014/04/30 10:20:00+00,2014/04/30 10:21:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,60,B,M,35.944186,-79.057683,29475,
-8800824.543,4288649.89,104993,CHPD,LOUD MUSIC/PARTY,305 W ROSEMARY ST,CHAPEL HILL,NC,27516,2014/04/23 23:03:00+00,2014/04/23 23:02:00+00,2014/04/23 23:03:00+00,<Null>,BAR/NIGHTCLUB/LOUNGE,N,<Null>,<Null>,<Null>,<Null>,35.912949,-79.059152,29485,
-8801395.723,4288703.632,104481,CHPD,LOUD MUSIC/PARTY,225 N ROBERSON ST,CHAPEL HILL,NC,27516,2014/03/29 23:55:00+00,2014/03/29 23:54:00+00,2014/03/29 23:55:00+00,<Null>,OTHER RESIDENCE - SINGLE FAMILY DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.91334,-79.064283,29519,
-8798275.772,4289462.782,105303,CHPD,LOUD MUSIC/PARTY,39 DAVIE CIR,CHAPEL HILL,NC,27514,2014/05/06 23:37:00+00,2014/05/06 23:36:00+00,2014/05/06 23:37:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.918863,-79.036256,29520,
-8800379.933,4286717.284,105368,CHPD,LOUD MUSIC/PARTY,300 CHASE AVE,CHAPEL HILL,NC,27514,2014/05/09 04:19:00+00,2014/05/08 23:41:00+00,2014/05/08 23:55:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.898887,-79.055158,29529,
-8801395.723,4288703.632,105071,CHPD,LOUD MUSIC/PARTY,225 N ROBERSON ST,CHAPEL HILL,NC,27516,2014/04/26 23:36:00+00,2014/04/26 23:30:00+00,2014/04/26 23:36:00+00,<Null>,OTHER RESIDENCE - SINGLE FAMILY DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.91334,-79.064283,29531,
-8801115.421,4293876.19,104485,CHPD,LOUD MUSIC/PARTY,2701 HOMESTEAD RD,CHAPEL HILL,NC,27516,2014/03/30 01:53:00+00,2014/03/30 01:53:00+00,2014/03/30 01:53:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.950964,-79.061765,29554,
-8800428.468,4292491.522,105305,CHPD,LOUD MUSIC/PARTY,105 TIMBER HOLLOW CT,CHAPEL HILL,NC,27514,2014/05/07 01:17:00+00,2014/05/06 23:56:00+00,2014/05/07 00:05:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.940894,-79.055594,29574,
-8800228.427,4288941.556,105282,CHPD,LOUD MUSIC/PARTY,157 E ROSEMARY ST,CHAPEL HILL,NC,27514,2014/05/06 02:20:00+00,2014/05/06 01:30:00+00,2014/05/06 01:44:00+00,<Null>,BAR/NIGHTCLUB/LOUNGE,N,<Null>,<Null>,<Null>,<Null>,35.915071,-79.053797,29663,
-8800228.427,4288941.556,105008,CHPD,LOUD MUSIC/PARTY,157 E ROSEMARY ST,CHAPEL HILL,NC,27514,2014/04/24 19:22:00+00,2014/04/24 18:41:00+00,2014/04/24 18:45:00+00,<Null>,BAR/NIGHTCLUB/LOUNGE,N,<Null>,<Null>,<Null>,<Null>,35.915071,-79.053797,29691,
-8796849.324,4291855.074,104920,CHPD,LOUD NOISE,1301 FORDHAM BLVD,CHAPEL HILL,NC,27514,2014/04/20 02:38:00+00,2014/04/20 02:37:00+00,2014/04/20 02:38:00+00,<Null>,HOTEL/MOTEL,N,<Null>,<Null>,<Null>,<Null>,35.936265,-79.023442,29695,
-8798512.883,4289407.249,105304,CHPD,LOUD MUSIC/PARTY,7 DAVIE CIR,CHAPEL HILL,NC,27514,2014/05/06 23:30:00+00,2014/05/06 20:30:00+00,2014/05/06 20:58:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.918459,-79.038386,29698,
-8798196.958,4289559.277,104790,CHPD,LOUD MUSIC/PARTY,211 MARILYN LN,CHAPEL HILL,NC,27514,2014/04/14 01:06:00+00,2014/04/14 01:00:00+00,2014/04/14 01:05:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,<Null>,<Null>,<Null>,<Null>,<Null>,35.919565,-79.035548,29720,
-8795746.259,4292600.282,104916,CHPD,LOUD MUSIC/PARTY,1731 LEGION RD,CHAPEL HILL,NC,27517,2014/04/19 22:07:00+00,2014/04/19 21:55:00+00,2014/04/19 21:57:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.941685,-79.013533,29739,
-8797608.746,4290658.725,104512,CHPD,LOUD MUSIC/PARTY,130 S ESTES DR,CHAPEL HILL,NC,27514,2014/03/31 16:39:00+00,2014/03/31 16:39:00+00,2014/03/31 16:39:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.927563,-79.030264,29782,
-8798274.77,4289476.252,105239,CHPD,LOUD MUSIC/PARTY,40 DAVIE CIR,CHAPEL HILL,NC,27514,2014/05/04 00:06:00+00,2014/05/04 00:05:00+00,2014/05/04 00:06:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.918961,-79.036247,29800,
-8800644.428,4289513.366,105415,CHPD,LOUD MUSIC/PARTY,115 ISLEY ST,CHAPEL HILL,NC,27516,2014/05/11 00:51:00+00,2014/05/11 00:50:00+00,2014/05/11 00:51:00+00,<Null>,OTHER RESIDENCE - SINGLE FAMILY DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.919231,-79.057534,29822,
-8801804.043,4295344.103,105070,CHPD,LOUD MUSIC/PARTY,109 OLD LARKSPUR WAY,CHAPEL HILL,NC,27516,2014/04/26 22:50:00+00,2014/04/26 22:49:00+00,2014/04/26 22:50:00+00,<Null>,OTHER RESIDENCE - SINGLE FAMILY DWELLING,<Null>,<Null>,<Null>,<Null>,<Null>,35.961638,-79.067951,29872,
-8801142.583,4293274.175,105056,CHPD,LOUD MUSIC/PARTY,512 S HERITAGE LOOP,CHAPEL HILL,NC,27516,2014/04/26 01:26:00+00,2014/04/26 01:25:00+00,2014/04/26 01:26:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.946586,-79.062009,29892,
-8799999.332,4289646.563,104757,CHPD,LOUD MUSIC/PARTY,425 HILLSBOROUGH ST,CHAPEL HILL,NC,27514,2014/04/12 00:11:00+00,2014/04/12 00:10:00+00,2014/04/12 00:11:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.9202,-79.051739,29930,
-8801395.723,4288703.632,105072,CHPD,LOUD MUSIC/PARTY,225 N ROBERSON ST,CHAPEL HILL,NC,27516,2014/04/27 02:02:00+00,2014/04/27 02:02:00+00,2014/04/27 02:02:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,<Null>,<Null>,<Null>,35.91334,-79.064283,29943,
-8795245.99,4293424.057,104450,CHPD,LOUD MUSIC,108 PINEGATE CIR,CHAPEL HILL,NC,27514,2014/03/28 01:03:00+00,2014/03/28 01:02:00+00,2014/03/28 01:03:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.947676,-79.009039,29960,
-8800779.459,4288671.057,104629,CHPD,LOUD MUSIC/PARTY,301 W ROSEMARY ST,CHAPEL HILL,NC,27516,2014/04/06 00:42:00+00,2014/04/06 00:41:00+00,2014/04/06 00:42:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.913103,-79.058747,29991,
-8802067.648,4286839.453,105823,CHPD,LOUD MUSIC/PARTY,1105 HIGHWAY 54 BYPASS,CHAPEL HILL,NC,27514,2014/05/30 02:54:00+00,2014/05/30 02:53:00+00,2014/05/30 02:54:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.899776,-79.070319,30099,
-8801115.421,4293876.19,105709,CHPD,LOUD MUSIC/PARTY,2701 HOMESTEAD RD,CHAPEL HILL,NC,27516,2014/05/24 19:38:00+00,2014/05/24 19:30:00+00,2014/05/24 19:30:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,<Null>,<Null>,<Null>,35.950964,-79.061765,30124,
-8800745.172,4289653.849,105597,CHPD,LOUD MUSIC/PARTY,115 E LONGVIEW ST,CHAPEL HILL,NC,27516,2014/05/20 02:56:00+00,2014/05/19 23:28:00+00,2014/05/19 23:30:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,<Null>,<Null>,<Null>,<Null>,<Null>,35.920253,-79.058439,30127,
-8794125.782,4293106.282,106230,CHPD,LOUD MUSIC,5639 OLD CHAPEL HILL RD,CHAPEL HILL,NC,27707,2014/06/19 18:09:00+00,2014/06/19 18:08:00+00,2014/06/19 18:09:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.945365,-78.998976,30207,
-8800030.056,4289131.102,105555,CHPD,LOUD MUSIC/PARTY,207 FRIENDLY LN,CHAPEL HILL,NC,27514,2014/05/17 02:58:00+00,2014/05/17 02:44:00+00,2014/05/17 02:50:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.91645,-79.052015,30332,
-8795254.116,4287395.76,105451,CHPD,LOUD MUSIC/PARTY,1418 VILLAGE CROSSING DR,CHAPEL HILL,NC,27517,2014/05/12 23:27:00+00,2014/05/12 22:44:00+00,2014/05/12 22:50:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.903824,-79.009112,30336,
-8795177.417,4286332.095,105534,CHPD,LOUD MUSIC/PARTY,213 SUMMERWALK CIR,CHAPEL HILL,NC,27517,2014/05/17 00:54:00+00,2014/05/16 23:57:00+00,2014/05/17 00:15:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.896084,-79.008423,30348,
-8800989.741,4293374.967,105471,CHPD,LOUD MUSIC,1222 LEGACY TERRACE,CHAPEL HILL,NC,27516,2014/05/13 23:37:00+00,2014/05/13 22:48:00+00,2014/05/13 23:00:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.947319,-79.060636,30351,
-8800508.062,4286495.624,105733,CHPD,LOUD MUSIC/PARTY,30 HOLLAND DR,CHAPEL HILL,NC,27514,2014/05/25 20:29:00+00,2014/05/25 18:21:00+00,2014/05/25 18:30:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.897274,-79.056309,30452,
-8801264.589,4289388.005,106196,CHPD,LOUD MUSIC/PARTY,312 MCMASTERS ST,CHAPEL HILL,NC,27516,2014/06/17 21:53:00+00,2014/06/17 21:50:00+00,2014/06/17 21:53:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.918319,-79.063105,30515,
-8800570.846,4290002.589,105712,CHPD,LOUD MUSIC/PARTY,313 COLUMBIA PL EAST,CHAPEL HILL,NC,27514,2014/05/24 23:45:00+00,2014/05/24 23:40:00+00,2014/05/24 23:45:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.92279,-79.056873,30516,
-8797608.746,4290658.725,105935,CHPD,LOUD NOISE,130 S ESTES DR,CHAPEL HILL,NC,27514,2014/06/04 22:28:00+00,2014/06/04 22:28:00+00,2014/06/04 22:28:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,<Null>,HANDGUN,30,B,F,35.927563,-79.030264,30551,
-8800364.237,4287685.193,106294,CHPD,LOUD MUSIC/PARTY,410 PITTSBORO ST,CHAPEL HILL,NC,27516,2014/06/23 04:29:00+00,2014/06/23 04:00:00+00,2014/06/23 04:29:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,<Null>,<Null>,<Null>,<Null>,<Null>,35.90593,-79.055017,30613,
-8800484.017,4287724.5,105431,CHPD,LOUD MUSIC/PARTY,215 VANCE ST,CHAPEL HILL,NC,27516,2014/05/11 23:29:00+00,2014/05/11 23:28:00+00,2014/05/11 23:29:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.906216,-79.056093,30717,
-8801175.422,4288724.249,105432,CHPD,LOUD MUSIC/PARTY,407 LINDSAY ST,CHAPEL HILL,NC,27516,2014/05/11 23:48:00+00,2014/05/11 23:47:00+00,2014/05/11 23:48:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.91349,-79.062304,30720,
-8800869.516,4288881.766,105430,CHPD,LOUD MUSIC/PARTY,309 CHURCH ST,CHAPEL HILL,NC,27516,2014/05/11 23:07:00+00,2014/05/11 23:06:00+00,2014/05/11 23:07:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,<Null>,<Null>,<Null>,<Null>,<Null>,35.914636,-79.059556,30828,
-8801511.496,4288693.049,105716,CHPD,LOUD MUSIC/PARTY,225 N GRAHAM ST,CHAPEL HILL,NC,27516,2014/05/25 00:46:00+00,2014/05/25 00:35:00+00,2014/05/25 00:37:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,<Null>,<Null>,<Null>,<Null>,<Null>,35.913263,-79.065323,30838,
-8800528.099,4288643.568,105692,CHPD,LOUD MUSIC/PARTY,112 W FRANKLIN ST,CHAPEL HILL,NC,27516,2014/05/24 02:56:00+00,2014/05/24 00:13:00+00,2014/05/24 00:15:00+00,<Null>,BAR/NIGHTCLUB/LOUNGE,<Null>,<Null>,<Null>,<Null>,<Null>,35.912903,-79.056489,30845,
-8802067.648,4286839.453,105837,CHPD,LOUD MUSIC/PARTY,1105 NC HWY 54,CHAPEL HILL,NC,27514,2014/05/31 00:37:00+00,2014/05/30 11:59:00+00,2014/05/31 00:05:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.899776,-79.070319,30872,
-8797800.104,4290243.154,105978,CHPD,LOUD MUSIC/PARTY,217 VALLEY PARK DR,CHAPEL HILL,NC,27514,2014/06/07 21:07:00+00,2014/06/07 21:00:00+00,2014/06/07 21:00:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,<Null>,<Null>,<Null>,35.92454,-79.031983,30884,
-8800470.659,4290594.663,105846,CHPD,LOUD MUSIC,717 WILLIAMS CIR,CHAPEL HILL,NC,27516,2014/05/31 08:06:00+00,2014/05/31 08:06:00+00,2014/05/31 08:06:00+00,<Null>,PARKING LOT/AREA,N,<Null>,<Null>,<Null>,<Null>,35.927097,-79.055973,30891,
-8800940.538,4293368.366,105983,CHPD,LOUD MUSIC/PARTY,101 LEGACY TER,CHAPEL HILL,NC,27516,2014/06/08 01:28:00+00,2014/06/08 01:27:00+00,2014/06/08 01:28:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,<Null>,<Null>,<Null>,35.947271,-79.060194,30907,
-8794618.036,4292475.985,105948,CHPD,LOUD MUSIC/PARTY,308 CHARLESTON LN,CHAPEL HILL,NC,27517,2014/06/05 22:59:00+00,2014/06/05 22:59:00+00,2014/06/05 22:59:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,<Null>,<Null>,<Null>,<Null>,<Null>,35.940781,-79.003398,30963,
-8800974.602,4286933.451,105738,CHPD,LOUD MUSIC/PARTY,529 DOGWOOD DR,CHAPEL HILL,NC,27516,2014/05/25 04:09:00+00,2014/05/25 04:09:00+00,2014/05/25 04:09:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.90046,-79.0605,30977,
-8800905.138,4290835.791,107483,CHPD,LOUD MUSIC/PARTY,209 BARCLAY RD,CHAPEL HILL,NC,27516,2014/08/20 21:12:00+00,2014/08/20 21:00:00+00,2014/08/20 21:05:00+00,<Null>,BEHIND BUILDING/ALLEY,N,<Null>,<Null>,<Null>,<Null>,35.928851,-79.059876,31036,
-8799999.332,4289646.563,106897,CHPD,LOUD MUSIC/PARTY,425 HILLSBOROUGH ST,CHAPEL HILL,NC,27514,2014/07/23 00:01:00+00,2014/07/23 00:01:00+00,2014/07/23 00:01:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.9202,-79.051739,31072,
-8798249.612,4292620.906,107199,CHPD,LOUD MUSIC/PARTY,1825 S LAKESHORE DR,CHAPEL HILL,NC,27514,2014/08/06 20:34:00+00,2014/08/06 19:30:00+00,2014/08/06 19:30:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.941835,-79.036021,31101,
-8801234.756,4288453.755,107403,CHPD,LOUD MUSIC/PARTY,405 W ROSEMARY ST,CHAPEL HILL,NC,27516,2014/08/17 21:36:00+00,2014/08/17 21:30:00+00,2014/08/17 21:35:00+00,<Null>,OTHER RETAIL ESTABLISHMENT,N,<Null>,<Null>,<Null>,<Null>,35.911522,-79.062837,31114,
-8799891.797,4288947.055,107405,CHPD,LOUD MUSIC/PARTY,229 E FRANKLIN ST,CHAPEL HILL,NC,27514,2014/08/18 01:08:00+00,2014/08/18 00:47:00+00,2014/08/18 00:50:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.915111,-79.050773,31120,
-8797415.384,4290930.236,106831,CHPD,LOUD MUSIC/PARTY,1002 WILLOW DR,CHAPEL HILL,NC,27514,2014/07/19 22:29:00+00,2014/07/19 22:29:00+00,2014/07/19 22:29:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.929538,-79.028527,31122,
-8798632.996,4289431.441,107372,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,808 E FRANKLIN ST,CHAPEL HILL,NC,27514,2014/08/16 04:24:00+00,2014/08/15 23:57:00+00,2014/08/15 23:58:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.918635,-79.039465,31124,
-8800691.739,4289555.978,106709,CHPD,LOUD MUSIC/PARTY,117 STINSON ST,CHAPEL HILL,NC,27516,2014/07/12 23:53:00+00,2014/07/12 23:53:00+00,2014/07/12 23:53:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.919541,-79.057959,31146,
-8801248.336,4289065.263,107369,CHPD,LOUD MUSIC/PARTY,513 COTTON ST,CHAPEL HILL,NC,27516,2014/08/16 15:59:00+00,2014/08/16 15:30:00+00,2014/08/16 15:56:00+00,<Null>,OPEN LAND AREAS,N,<Null>,48,B,M,35.915971,-79.062959,31188,
-8801260.248,4288233.022,107379,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,116 S ROBERSON ST,CHAPEL HILL,NC,27516,2014/08/17 01:25:00+00,2014/08/17 00:51:00+00,2014/08/17 00:52:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.909916,-79.063066,31242,
-8800000.111,4289893.993,107347,CHPD,LOUD MUSIC/PARTY,539 HILLSBOROUGH ST,CHAPEL HILL,NC,27514,2014/08/15 00:38:00+00,2014/08/15 00:37:00+00,2014/08/15 00:38:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.922,-79.051746,31244,
-8800950.779,4288597.523,106833,CHPD,LOUD MUSIC/PARTY,316 W ROSEMARY ST,CHAPEL HILL,NC,27516,2014/07/19 23:53:00+00,2014/07/19 23:52:00+00,2014/07/19 23:53:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.912568,-79.060286,31262,
-8796241.186,4292196.736,107122,CHPD,LOUD MUSIC/PARTY,1714 LEGION RD,CHAPEL HILL,NC,27517,2014/08/02 22:49:00+00,2014/08/02 22:30:00+00,2014/08/02 22:30:00+00,<Null>,OTHER NON-RESIDENTIAL BUILDING,N,<Null>,<Null>,<Null>,<Null>,35.93875,-79.017979,31268,
-8801422.329,4288766.034,107155,CHPD,LOUD MUSIC/PARTY,503 WHITAKER ST,CHAPEL HILL,NC,27516,2014/08/02 22:55:00+00,2014/08/02 22:54:00+00,2014/08/02 22:55:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.913794,-79.064522,31325,
-8799399.431,4295827.262,106809,CHPD,LOUD NOISE,108 WEATHERSTONE DR,CHAPEL HILL,NC,27514,2014/07/18 08:53:00+00,2014/07/18 08:53:00+00,2014/07/18 08:53:00+00,<Null>,PARKING LOT/AREA,N,<Null>,<Null>,<Null>,<Null>,35.965151,-79.04635,31380,
-8801199.467,4289076.671,107409,CHPD,LOUD MUSIC/PARTY,322 BROOKS ST,CHAPEL HILL,NC,27516,2014/08/17 23:51:00+00,2014/08/17 23:40:00+00,2014/08/17 23:45:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.916054,-79.06252,31544,
-8795533.083,4292760.329,106824,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,1757 LEGION RD,CHAPEL HILL,NC,27517,2014/07/19 03:48:00+00,2014/07/19 03:47:00+00,2014/07/19 03:48:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.942849,-79.011618,31558,
-8800950.779,4288597.523,107381,CHPD,LOUD MUSIC/PARTY,316 W ROSEMARY ST,CHAPEL HILL,NC,27516,2014/08/17 02:02:00+00,2014/08/17 01:40:00+00,2014/08/17 01:45:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.912568,-79.060286,31677,
-8800528.099,4288643.568,106541,CHPD,LOUD MUSIC/PARTY,112 1/2 W FRANKLIN ST,CHAPEL HILL,NC,27516,2014/07/06 01:39:00+00,2014/07/06 00:20:00+00,2014/07/06 00:22:00+00,<Null>,BEHIND BUILDING/ALLEY,N,<Null>,<Null>,<Null>,<Null>,35.912903,-79.056489,31720,
-8800722.575,4288883.14,106689,CHPD,LOUD MUSIC/PARTY,303 PRITCHARD AVE,CHAPEL HILL,NC,27516,2014/07/11 21:48:00+00,2014/07/11 21:48:00+00,2014/07/11 21:48:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.914646,-79.058236,31725,
-8800743.057,4289273.367,107105,CHPD,LOUD MUSIC/PARTY,502 N COLUMBIA ST,CHAPEL HILL,NC,27516,2014/08/01 22:24:00+00,2014/08/01 22:08:00+00,2014/08/01 22:10:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.917485,-79.05842,31767,
-8800892.114,4289649.45,106974,CHPD,LOUD MUSIC/PARTY,709 N COLUMBIA ST,CHAPEL HILL,NC,27516,2014/07/26 20:49:00+00,2014/07/26 20:48:00+00,2014/07/26 20:49:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.920221,-79.059759,31790,
-8796651.287,4291716.901,107016,CHPD,LOUD MUSIC/PARTY,1701 LEGION RD,CHAPEL HILL,NC,27517,2014/07/29 00:01:00+00,2014/07/29 00:01:00+00,2014/07/29 00:01:00+00,<Null>,PARKING LOT/AREA,N,<Null>,<Null>,<Null>,<Null>,35.93526,-79.021663,31794,
-8795781.993,4292567.283,106820,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,1728 LEGION RD,CHAPEL HILL,NC,27517,2014/07/18 22:47:00+00,2014/07/18 22:46:00+00,2014/07/18 22:47:00+00,<Null>,HOME OF OFFENDER - SINGLE FAMI,N,<Null>,<Null>,<Null>,<Null>,35.941445,-79.013854,31810,
-8800730.144,4293264.962,106710,CHPD,LOUD MUSIC/PARTY,1208 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2014/07/13 01:48:00+00,2014/07/13 01:20:00+00,2014/07/13 01:20:00+00,<Null>,OTHER RESIDENCE - OTHER DWELLING,N,<Null>,<Null>,<Null>,<Null>,35.946519,-79.058304,31812,
-8800732.816,4289649.175,106517,CHPD,LOUD MUSIC/PARTY,116 E LONGVIEW ST,CHAPEL HILL,NC,27516,2014/07/04 19:31:00+00,2014/07/04 19:30:00+00,2014/07/04 19:31:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.920219,-79.058328,31837,
-8802007.201,4287049.714,106759,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,805 S MERRITT MILL RD,CHAPEL HILL,NC,27516,2014/07/15 18:55:00+00,2014/07/15 18:02:00+00,2014/07/15 18:10:00+00,<Null>,HOME OF VICTIM - OTHER DWELLING,<Null>,<Null>,66,B,F,35.901306,-79.069776,31865,
-8801064.325,4289681.203,106829,CHPD,LOUD MUSIC/PARTY,751 PRITCHARD AVE EXT,CHAPEL HILL,NC,27514,2014/07/19 20:44:00+00,2014/07/19 20:44:00+00,2014/07/19 20:44:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.920452,-79.061306,31967,
-8800689.067,4288828.16,107198,CHPD,LOUD MUSIC/PARTY,210 PRITCHARD AVE,CHAPEL HILL,NC,27516,2014/08/06 21:03:00+00,2014/08/06 21:00:00+00,2014/08/06 21:01:00+00,<Null>,HOME OF VICTIM - SINGLE FAMILY,N,<Null>,75,W,M,35.914246,-79.057935,31989,
-8800475.668,4288336.241,107377,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,200 W CAMERON AVE,CHAPEL HILL,NC,27516,2014/08/17 00:40:00+00,2014/08/16 23:37:00+00,2014/08/16 23:40:00+00,<Null>,FIELD/WOODS,<Null>,<Null>,<Null>,<Null>,<Null>,35.910667,-79.056018,31991,
-8799999.332,4289646.563,107835,CHPD,LOUD MUSIC/PARTY,425 HILLSBOROUGH ST,CHAPEL HILL,NC,27514,2014/09/06 00:32:00+00,2014/09/06 00:32:00+00,2014/09/06 00:32:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.9202,-79.051739,32030,
-8801250.563,4288528.938,108497,CHPD,LOUD MUSIC/PARTY,400 W ROSEMARY ST,CHAPEL HILL,NC,27516,2014/10/05 00:30:00+00,2014/10/05 00:25:00+00,2014/10/05 00:30:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,N,<Null>,<Null>,<Null>,<Null>,35.912069,-79.062979,32031,
-8800450.287,4289800.244,107991,CHPD,LOUD MUSIC/PARTY,703 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2014/09/12 13:44:00+00,2014/09/12 13:44:00+00,2014/09/12 13:44:00+00,<Null>,HOME OF OFFENDER - OTHER DWELL,<Null>,<Null>,<Null>,<Null>,<Null>,35.921318,-79.05579,32058,
