X,Y,Incident_ID,Agency,Offense,Street,City,State,Zipcode,Date_of_Report,Date_of_Occurrence,Date_Found,Reported_As,Premise_Description,Forcible,Weapon_Description,Victim_Age,Victim_Race,Victim_Gender,Latitude,Longitude,ObjectId,
-8800946.661,4289056.741,181026,CHPD,LOUD MUSIC/PARTY,303 MCDADE ST,CHAPEL HILL,NC,27516,2020/04/24 18:09:00+00,2020/04/24 18:03:00+00,2020/04/24 18:09:00+00,PUBLIC SERVICE,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.915909,-79.060249,75455,
-8800934.193,4288971.383,181027,CHPD,LOUD MUSIC/PARTY,409 CHURCH ST,CHAPEL HILL,NC,27516,2020/04/24 18:18:00+00,2020/04/24 18:15:00+00,2020/04/24 18:18:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.915288,-79.060137,75461,
-8800951.781,4289281.065,181031,CHPD,LOUD MUSIC/PARTY,119 CALDWELL ST,CHAPEL HILL,NC,27516,2020/04/24 20:32:00+00,2020/04/24 20:25:00+00,2020/04/24 20:32:00+00,PUBLIC SERVICE,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.917541,-79.060295,75487,
-8795883.962,4292510.497,181037,CHPD,LOUD MUSIC/PARTY,1726 LEGION RD,CHAPEL HILL,NC,27517,2020/04/24 23:54:00+00,2020/04/24 20:00:00+00,2020/04/24 23:54:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.941032,-79.01477,75496,
-8800441.493,4288789.812,180687,CHPD,LOUD MUSIC/PARTY,100 E ROSEMARY ST,CHAPEL HILL,NC,27514,2020/04/06 17:44:00+00,2020/04/06 13:00:00+00,2020/04/06 17:00:00+00,MISC OFFICER IN,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.913967,-79.055711,75536,
-8801240.544,4288497.325,181100,CHPD,LOUD MUSIC,400 W ROSEMARY ST,CHAPEL HILL,NC,27516,2020/04/28 05:27:00+00,2020/04/28 05:20:00+00,2020/04/28 05:27:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,NONE,<Null>,<Null>,<Null>,35.911839,-79.062889,75554,
-8800133.917,4295781.325,181105,CHPD,LOUD MUSIC/PARTY,1000 WEAVER DAIRY RD,CHAPEL HILL,NC,27514,2020/04/28 13:13:00+00,2020/04/28 13:13:00+00,2020/04/28 13:13:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.964817,-79.052948,75558,
-8797502.77,4290509.293,180352,CHPD,LOUD MUSIC/PARTY,130 S ESTES DR,CHAPEL HILL,NC,27514,2020/03/18 23:29:00+00,2020/03/18 23:15:00+00,2020/03/18 23:29:00+00,DISTURBANCE/NUI,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.926476,-79.029312,75571,
-8800977.274,4289040.521,180543,CHPD,LOUD MUSIC/PARTY,303 MCDADE ST,CHAPEL HILL,NC,27516,2020/03/29 00:03:00+00,2020/03/28 23:50:00+00,2020/03/29 00:03:00+00,DISTURBANCE/NUI,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.915791,-79.060524,75587,
-8801255.016,4288148.083,180989,CHPD,LOUD MUSIC/PARTY,110 S ROBERSON ST,CHAPEL HILL,NC,27516,2020/04/23 00:43:00+00,2020/04/23 00:35:00+00,2020/04/23 00:43:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,N,NONE,<Null>,W,F,35.909298,-79.063019,75591,
-8794468.2,4292728.292,180860,CHPD,LOUD NOISE,5639 OLD CHAPEL HILL RD,DURHAM,NC,27707,2020/04/15 16:37:00+00,2020/04/15 15:50:00+00,2020/04/15 16:37:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,32,B,F,35.942616,-79.002052,75600,
-8800294.44,4292087.843,180538,CHPD,LOUD MUSIC/PARTY,108 SHADOWOOD DR,CHAPEL HILL,NC,27514,2020/03/28 17:06:00+00,2020/03/28 16:00:00+00,2020/03/28 17:05:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.937958,-79.05439,75616,
-8800478.896,4289403.813,180796,CHPD,LOUD MUSIC/PARTY,600 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2020/04/11 23:03:00+00,2020/04/11 22:50:00+00,2020/04/11 23:03:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.918434,-79.056047,75700,
-8800891.446,4289589.93,180230,CHPD,LOUD MUSIC/PARTY,115 E LONGVIEW ST,CHAPEL HILL,NC,27516,2020/03/13 19:38:00+00,2020/03/13 19:30:00+00,2020/03/13 19:38:00+00,DISTURBANCE/NUI,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.919788,-79.059753,75703,
-8800935.64,4288979.081,181166,CHPD,LOUD MUSIC/PARTY,409 CHURCH ST,CHAPEL HILL,NC,27516,2020/04/30 18:35:00+00,2020/04/30 18:30:00+00,2020/04/30 18:35:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.915344,-79.06015,75715,
-8801240.544,4288497.325,180523,CHPD,LOUD MUSIC/PARTY,400 W ROSEMARY ST,CHAPEL HILL,NC,27516,2020/03/27 20:55:00+00,2020/03/27 20:50:00+00,2020/03/27 20:51:00+00,INFO MESSAGE,RESIDENCE/HOME,<Null>,NONE,30,W,F,35.911839,-79.062889,75722,
-8794474.991,4292580.345,181318,CHPD,LOUD MUSIC,5639 OLD CHAPEL HILL RD,DURHAM,NC,27707,2020/05/08 20:37:00+00,2020/05/08 19:37:00+00,2020/05/08 20:37:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.94154,-79.002113,75726,
-8800367.465,4287603.283,180525,CHPD,LOUD MUSIC/PARTY,500 PITTSBORO ST,CHAPEL HILL,NC,27516,2020/03/27 22:29:00+00,2020/03/27 22:25:00+00,2020/03/27 22:26:00+00,INFO MESSAGE,RESIDENCE/HOME,<Null>,NONE,<Null>,<Null>,<Null>,35.905334,-79.055046,75738,
-8796807.245,4292662.706,180612,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,317 COBBLESTONE CT,CHAPEL HILL,NC,27514,2020/04/01 23:10:00+00,2020/04/01 23:00:00+00,2020/04/01 23:10:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,N,<Null>,<Null>,<Null>,<Null>,35.942139,-79.023064,75763,
-8801952.321,4286788.606,180699,CHPD,LOUD MUSIC/PARTY,1105 NC 54,CHAPEL HILL,NC,27514,2020/04/07 04:32:00+00,2020/04/07 04:05:00+00,2020/04/07 04:21:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,N,NONE,<Null>,<Null>,<Null>,35.899406,-79.069283,75793,
-8797360.949,4290293.742,180632,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,250 S ESTES DR,CHAPEL HILL,NC,27514,2020/04/03 04:05:00+00,2020/04/03 04:00:00+00,2020/04/03 04:00:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,24,W,F,35.924908,-79.028038,75828,
-8795509.483,4293786.257,181302,CHPD,LOUD MUSIC/PARTY,1031 ARBORGATE CIR,CHAPEL HILL,NC,27514,2020/05/08 01:56:00+00,2020/05/08 01:56:00+00,2020/05/08 01:56:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,NONE,<Null>,<Null>,<Null>,35.95031,-79.011406,75833,
-8797360.949,4290293.742,180812,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,250 S ESTES DR,CHAPEL HILL,NC,27514,2020/04/13 02:51:00+00,2020/04/13 02:48:00+00,2020/04/13 02:48:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,24,W,F,35.924908,-79.028038,75862,
-8801255.016,4289397.077,181392,CHPD,LOUD MUSIC/PARTY,310 MCMASTERS ST,CHAPEL HILL,NC,27516,2020/05/12 23:26:00+00,2020/05/12 23:15:00+00,2020/05/12 23:15:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,NONE,<Null>,<Null>,<Null>,35.918385,-79.063019,75871,
-8800669.809,4295028.473,180243,CHPD,LOUD MUSIC/PARTY,1575 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27516,2020/03/14 03:28:00+00,2020/03/14 03:24:00+00,2020/03/14 03:28:00+00,DISTURBANCE/NUI,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.959343,-79.057762,75873,
-8800453.293,4293366.579,180443,CHPD,LOUD MUSIC,1208 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2020/03/23 22:31:00+00,2020/03/23 22:20:00+00,2020/03/23 22:31:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.947258,-79.055817,75899,
-8800551.81,4287566.588,180775,CHPD,LOUD MUSIC/PARTY,408 RANSOM ST,CHAPEL HILL,NC,27516,2020/04/10 22:44:00+00,2020/04/10 22:40:00+00,2020/04/10 22:44:00+00,PUBLIC SERVICE,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.905067,-79.056702,75933,
-8798816.674,4290474.651,181054,CHPD,LOUD MUSIC,220 ELIZABETH ST,CHAPEL HILL,NC,27514,2020/04/25 21:55:00+00,2020/04/25 21:50:00+00,2020/04/25 21:55:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.926224,-79.041115,75963,
-8795359.201,4286754.525,180776,CHPD,LOUD MUSIC/PARTY,303 BROOKBERRY CIR,CHAPEL HILL,NC,27517,2020/04/10 23:18:00+00,2020/04/10 23:00:00+00,2020/04/10 23:18:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.899158,-79.010056,75967,
-8801625.042,4288552.441,180321,CHPD,LOUD MUSIC/PARTY,211 SUNSET DR,CHAPEL HILL,NC,27516,2020/03/17 22:00:00+00,2020/03/17 22:00:00+00,2020/03/17 22:00:00+00,DISTURBANCE/NUI,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.91224,-79.066343,75969,
-8800536.448,4287527.282,180777,CHPD,LOUD MUSIC/PARTY,408 RANSOM ST,CHAPEL HILL,NC,27516,2020/04/11 00:39:00+00,2020/04/11 00:35:00+00,2020/04/11 00:39:00+00,PUBLIC SERVICE,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.904781,-79.056564,75988,
-8800680.607,4288868.845,181672,CHPD,LOUD MUSIC/PARTY,212 PRITCHARD AVE,CHAPEL HILL,NC,27516,2020/05/25 00:27:00+00,2020/05/25 00:20:00+00,2020/05/25 00:27:00+00,DISTURBANCE/NUI,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.914542,-79.057859,76010,
-8800798.049,4288275.491,181453,CHPD,LOUD MUSIC/PARTY,120 MALLETTE ST,CHAPEL HILL,NC,27516,2020/05/14 21:05:00+00,2020/05/14 19:30:00+00,2020/05/14 21:05:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,N,NONE,<Null>,<Null>,<Null>,35.910225,-79.058914,76060,
-8794270.386,4293670.885,182198,CHPD,LOUD NOISE,5623 FORDHAM BLVD,DURHAM,NC,27707,2020/06/20 00:51:00+00,2020/06/20 00:45:00+00,2020/06/20 00:51:00+00,DISTURBANCE/NUI,HOTEL/MOTEL/ETC.,N,<Null>,<Null>,<Null>,<Null>,35.949471,-79.000275,76145,
-8794405.416,4292763.354,181759,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,5639 OLD CHAPEL HILL RD,DURHAM,NC,27707,2020/05/28 20:44:00+00,2020/05/28 20:30:00+00,2020/05/28 20:30:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,21,B,F,35.942871,-79.001488,76201,
-8800757.306,4289060.452,181414,CHPD,LOUD MUSIC/PARTY,406 PRITCHARD AVE,CHAPEL HILL,NC,27516,2020/05/14 00:30:00+00,2020/05/14 00:25:00+00,2020/05/14 00:30:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.915936,-79.058548,76225,
-8796423.304,4292837.879,181554,CHPD,LOUD MUSIC/PARTY,101 ERWIN RD,CHAPEL HILL,NC,27514,2020/05/20 00:38:00+00,2020/05/19 23:00:00+00,2020/05/20 00:30:00+00,DISTURBANCE/NUI,HOTEL/MOTEL/ETC.,<Null>,<Null>,<Null>,<Null>,<Null>,35.943413,-79.019615,76226,
-8800167.758,4289497.558,181975,CHPD,LOUD NOISE COMPLAINT,602 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2020/05/30 17:00:00+00,2020/05/30 17:00:00+00,2020/05/30 17:00:00+00,MISC OFFICER IN,RESIDENCE/HOME,<Null>,<Null>,70,W,M,35.919116,-79.053252,76279,
-8800745.395,4287985.08,182449,CHPD,LOUD MUSIC,407 PATTERSON PL W,CHAPEL HILL,NC,27516,2020/07/01 23:32:00+00,2020/07/01 23:25:00+00,2020/07/01 23:32:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,N,<Null>,<Null>,<Null>,<Null>,35.908112,-79.058441,76318,
-8795846.67,4292288.718,182376,CHPD,LOUD MUSIC/PARTY,2 ADELAIDE WALTERS ST,CHAPEL HILL,NC,27517,2020/06/28 18:07:00+00,2020/06/28 18:00:00+00,2020/06/28 18:07:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,NONE,<Null>,<Null>,<Null>,35.939419,-79.014435,76319,
-8796412.284,4293165.134,182219,CHPD,LOUD MUSIC/PARTY,102 MCGREGOR DR,CHAPEL HILL,NC,27514,2020/06/20 22:18:00+00,2020/06/20 21:00:00+00,2020/06/20 22:00:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.945793,-79.019516,76343,
-8796344.379,4289660.309,182086,CHPD,LOUD MUSIC/PARTY,4 KENDALL DR,CHAPEL HILL,NC,27517,2020/06/13 21:44:00+00,2020/06/13 19:00:00+00,2020/06/13 21:44:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,NONE,<Null>,<Null>,<Null>,35.9203,-79.018906,76403,
-8800861.724,4288720.676,181652,CHPD,LOUD MUSIC/PARTY,307 CHURCH ST,CHAPEL HILL,NC,27516,2020/05/23 22:17:00+00,2020/05/23 22:10:00+00,2020/05/23 22:17:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.913464,-79.059486,76426,
-8795477.2,4292724.58,182238,CHPD,LOUD MUSIC/PARTY,203 SCARLETT DR,CHAPEL HILL,NC,27517,2020/06/21 22:16:00+00,2020/06/21 20:00:00+00,2020/06/21 22:00:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.942589,-79.011116,76448,
-8801534.428,4290086.58,181782,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,500 UMSTEAD DR,CHAPEL HILL,NC,27516,2020/05/29 22:59:00+00,2020/05/29 22:50:00+00,2020/05/29 22:59:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,N,NONE,<Null>,<Null>,<Null>,35.923401,-79.065529,76475,
-8801012.896,4288301.193,181574,CHPD,LOUD MUSIC/PARTY,417 YATES MOTOR COMPANY ALY,CHAPEL HILL,NC,27516,2020/05/20 23:31:00+00,2020/05/20 23:20:00+00,2020/05/20 23:31:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,NONE,<Null>,<Null>,<Null>,35.910412,-79.060844,76480,
-8797284.472,4288726.861,182296,CHPD,LOUD MUSIC/PARTY/OTHER NOISE,808 CHRISTOPHER RD,CHAPEL HILL,NC,27514,2020/06/24 13:47:00+00,2020/06/23 22:10:00+00,2020/06/23 22:10:00+00,MISC OFFICER IN,RESIDENCE/HOME,<Null>,<Null>,73,W,M,35.913509,-79.027351,76489,
-8799357.686,4291670.843,182301,CHPD,LOUD NOISE COMPLAINT,1515 CUMBERLAND RD,CHAPEL HILL,NC,27514,2020/06/24 17:42:00+00,2020/06/24 10:00:00+00,2020/06/24 17:41:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,NONE,<Null>,<Null>,<Null>,35.934925,-79.045975,76496,
-8800234.105,4289452.61,182363,CHPD,LOUD MUSIC/PARTY,602 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2020/06/27 23:11:00+00,2020/06/27 23:05:00+00,2020/06/27 23:11:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.918789,-79.053848,76534,
-8800168.76,4289505.531,181785,CHPD,LOUD MUSIC/PARTY,602 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2020/05/30 01:12:00+00,2020/05/30 01:00:00+00,2020/05/30 01:12:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,N,NONE,<Null>,<Null>,<Null>,35.919174,-79.053261,76544,
-8801330.602,4288885.752,182088,CHPD,LOUD MUSIC,503 GOMAINS AVE,CHAPEL HILL,NC,27516,2020/06/13 22:35:00+00,2020/06/13 22:30:00+00,2020/06/13 22:35:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,N,<Null>,<Null>,<Null>,<Null>,35.914665,-79.063698,76551,
-8800383.607,4293049.218,182247,CHPD,LOUD NOISE,311 ASHLEY FOREST RD,CHAPEL HILL,NC,27514,2020/06/22 12:24:00+00,2020/06/22 12:24:00+00,2020/06/22 12:24:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,34,B,F,35.94495,-79.055191,76558,
-8800795.489,4287844.481,181478,CHPD,LOUD MUSIC/PARTY,308 MCCAULEY ST,CHAPEL HILL,NC,27516,2020/05/15 23:10:00+00,2020/05/15 23:05:00+00,2020/05/15 23:10:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,NONE,<Null>,<Null>,<Null>,35.907089,-79.058891,76567,
-8801330.602,4288885.752,181540,CHPD,LOUD MUSIC/PARTY,407 COTTON ST,CHAPEL HILL,NC,27516,2020/05/19 01:55:00+00,2020/05/19 01:50:00+00,2020/05/19 01:55:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.914665,-79.063698,76569,
-8800673.26,4288844.929,181673,CHPD,LOUD MUSIC/PARTY,210 PRITCHARD AVE,CHAPEL HILL,NC,27516,2020/05/25 00:51:00+00,2020/05/25 00:51:00+00,2020/05/25 00:51:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.914368,-79.057793,76592,
-8800896.567,4288024.387,181825,CHPD,LOUD MUSIC/PARTY,426 W CAMERON AVE,CHAPEL HILL,NC,27516,2020/06/01 23:25:00+00,2020/06/01 23:20:00+00,2020/06/01 23:25:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.908398,-79.059799,76602,
-8801286.408,4288885.752,182283,CHPD,LOUD MUSIC,316 N ROBERSON ST/MITCHELL LN,CHAPEL HILL,NC,27516,2020/06/23 23:09:00+00,2020/06/23 23:00:00+00,2020/06/23 23:09:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,N,<Null>,<Null>,<Null>,<Null>,35.914665,-79.063301,76615,
-8800798.049,4287937.801,181932,CHPD,LOUD MUSIC/PARTY,407 PATTERSON DR,CHAPEL HILL,NC,27516,2020/06/06 23:16:00+00,2020/06/06 23:00:00+00,2020/06/06 23:16:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.907768,-79.058914,76734,
-8800798.049,4287937.801,181933,CHPD,LOUD MUSIC/PARTY,409 PATTERSON PL W,CHAPEL HILL,NC,27516,2020/06/06 23:16:00+00,2020/06/06 23:00:00+00,2020/06/06 23:16:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.907768,-79.058914,76753,
-8800758.976,4289623.333,182362,CHPD,LOUD MUSIC/PARTY,114 E LONGVIEW ST,CHAPEL HILL,NC,27516,2020/06/27 22:35:00+00,2020/06/27 22:25:00+00,2020/06/27 22:35:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,N,NONE,<Null>,<Null>,<Null>,35.920031,-79.058563,76789,
-8801293.198,4288104.102,181415,CHPD,LOUD MUSIC/PARTY,113 S GRAHAM ST,CHAPEL HILL,NC,27516,2020/05/14 00:48:00+00,2020/05/14 00:44:00+00,2020/05/14 00:48:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.908978,-79.063362,76799,
-8800784.468,4289623.058,181454,CHPD,LOUD MUSIC/PARTY,110 E LONGVIEW ST,CHAPEL HILL,NC,27516,2020/05/14 23:13:00+00,2020/05/14 23:00:00+00,2020/05/14 23:13:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.920029,-79.058792,76890,
-8800168.76,4289505.531,182079,CHPD,LOUD MUSIC/PARTY,602 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2020/06/13 16:18:00+00,2020/06/13 16:18:00+00,2020/06/13 16:18:00+00,DISTURBANCE/NUI,OTHER/UNKNOWN,<Null>,<Null>,70,W,M,35.919174,-79.053261,76892,
-8800398.857,4287698.25,182523,CHPD,LOUD MUSIC/PARTY,408 PITTSBORO ST,CHAPEL HILL,NC,27516,2020/07/04 23:09:00+00,2020/07/04 23:00:00+00,2020/07/04 23:09:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,N,NONE,<Null>,<Null>,<Null>,35.906025,-79.055328,76923,
-8799867.196,4289732.064,182524,CHPD,LOUD MUSIC,420 HILLSBOROUGH ST,CHAPEL HILL,NC,27514,2020/07/05 00:26:00+00,2020/07/05 00:20:00+00,2020/07/05 00:26:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.920822,-79.050552,76938,
-8800871.075,4287957.18,182525,CHPD,LOUD MUSIC/PARTY,409 PATTERSON PL W,CHAPEL HILL,NC,27516,2020/07/05 00:37:00+00,2020/07/05 00:37:00+00,2020/07/05 00:37:00+00,DISTURBANCE/NUI,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.907909,-79.05957,76942,
-8800973.823,4289275.429,181779,CHPD,LOUD NOISE COMPLAINT,203 CALDWELL ST,CHAPEL HILL,NC,27516,2020/05/29 17:47:00+00,2020/01/01 12:00:00+00,2020/05/29 17:40:00+00,HARASSMENT/STAL,RESIDENCE/HOME,<Null>,NONE,<Null>,<Null>,<Null>,35.9175,-79.060493,76957,
-8800168.76,4289505.531,181981,CHPD,LOUD MUSIC/PARTY,602 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2020/06/05 02:10:00+00,2020/06/05 02:00:00+00,2020/06/05 02:10:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,N,NONE,<Null>,<Null>,<Null>,35.919174,-79.053261,76966,
-8800686.841,4288893.586,181674,CHPD,LOUD MUSIC/PARTY,302 PRITCHARD AVE,CHAPEL HILL,NC,27516,2020/05/25 00:27:00+00,2020/05/25 00:20:00+00,2020/05/25 00:27:00+00,DISTURBANCE/NUI,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.914722,-79.057915,76977,
-8801040.948,4288737.857,182084,CHPD,LOUD MUSIC/PARTY,323 LINDSAY ST,CHAPEL HILL,NC,27516,2020/06/13 20:12:00+00,2020/06/13 20:02:00+00,2020/06/13 20:12:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,N,NONE,<Null>,<Null>,<Null>,35.913589,-79.061096,76996,
-8800896.567,4288024.387,181469,CHPD,LOUD MUSIC/PARTY,413 W CAMERON AVE,CHAPEL HILL,NC,27516,2020/05/15 16:34:00+00,2020/05/15 16:30:00+00,2020/05/15 16:31:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,NONE,<Null>,<Null>,<Null>,35.908398,-79.059799,77000,
-8800413.218,4288342.014,183604,CHPD,LOUD MUSIC/PARTY,108 W CAMERON AVE,CHAPEL HILL,NC,27516,2020/08/20 22:56:00+00,2020/08/20 22:00:00+00,2020/08/20 22:56:00+00,PUBLIC SERVICE,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.910709,-79.055457,77013,
-8800176.998,4287977.796,183611,CHPD,LOUD MUSIC/PARTY,304 S COLUMBIA ST,CHAPEL HILL,NC,27516,2020/08/20 23:42:00+00,2020/08/20 23:00:00+00,2020/08/20 23:42:00+00,PUBLIC SERVICE,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.908059,-79.053335,77023,
-8801057.09,4288472.035,183654,CHPD,LOUD MUSIC/PARTY,333 W ROSEMARY ST,CHAPEL HILL,NC,27516,2020/08/23 22:14:00+00,2020/08/23 22:08:00+00,2020/08/23 22:14:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,N,NONE,<Null>,<Null>,<Null>,35.911655,-79.061241,77025,
-8800168.76,4289505.531,182968,CHPD,LOUD MUSIC/PARTY,602 MARTIN LUTHER KING JR BLVD,CHAPEL HILL,NC,27514,2020/07/26 00:17:00+00,2020/07/26 00:10:00+00,2020/07/26 00:17:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,NONE,<Null>,<Null>,<Null>,35.919174,-79.053261,77037,
-8801210.822,4289448.349,182969,CHPD,LOUD MUSIC,306 MCMASTERS ST,CHAPEL HILL,NC,27516,2020/07/26 00:31:00+00,2020/07/26 00:25:00+00,2020/07/26 00:31:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,N,<Null>,<Null>,<Null>,<Null>,35.918758,-79.062622,77044,
-8794841.121,4291183.057,182970,CHPD,LOUD MUSIC/PARTY,113 NOTTINGHAM DR,CHAPEL HILL,NC,27517,2020/07/26 00:39:00+00,2020/07/25 20:00:00+00,2020/07/26 00:39:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,NONE,<Null>,<Null>,<Null>,35.931377,-79.005402,77056,
-8801967.794,4296646.193,183052,CHPD,LOUD MUSIC/PARTY,200 CARRAWAY CROSSING,CHAPEL HILL,NC,27514,2020/07/29 16:59:00+00,2020/07/29 16:58:00+00,2020/07/29 16:59:00+00,<Null>,RESIDENCE/HOME,<Null>,<Null>,22,W,F,35.971105,-79.069422,77085,
-8801001.875,4288112.486,183302,CHPD,LOUD MUSIC/PARTY,118 CAMERON CT,CHAPEL HILL,NC,27516,2020/08/09 01:11:00+00,2020/08/09 01:05:00+00,2020/08/09 01:11:00+00,DISTURBANCE/NUI,RESIDENCE/HOME,<Null>,<Null>,<Null>,<Null>,<Null>,35.909039,-79.060745,77092,
-8800938.2,4288248.278,183486,CHPD,LOUD MUSIC/PARTY,105 KENAN ST,CHAPEL HILL,NC,27516,2020/08/15 00:33:00+00,2020/08/15 00:33:00+00,2020/08/15 00:33:00+00,PUBLIC SERVICE,RESIDENCE/HOME,N,<Null>,<Null>,<Null>,<Null>,35.910027,-79.060173,77139,
